,Municipio,Temperatura_media,Latitude,Longitude
552,capao do leao pelotas ,18.16070110701107,-31.8025,-52.40722222
553,sidrolandia,22.421670739156994,-20.98166666,-54.97194443
554,crateus,27.929236994219654,-5.18666666,-40.67222221
556,lages,15.45887364921031,-27.80222222,-50.33555555
557,barretos,22.475018422991894,-20.55916666,-48.54499999
560,labrea,26.26995039796978,-7.26055555,-64.7886111
561,paranapoema,26.77857974388824,-22.65833333,-52.13444444
562,iguatu,27.55591699383062,-6.39638888,-39.26888888
563,clevelandia,17.41710752318791,-26.41722221,-52.3486111
564,petrolina,26.92285388127854,-9.388323,-40.523262
565,venda nova do imigrante,19.471773262525975,-20.38555555,-41.18999999
568,registro,25.85358271865121,-24.53305554,-47.86416666
569,itatiaia,10.050156231917601,-22.37388888,-44.70305555
570,arraial do cabo,23.07423221828976,-22.97527777,-42.02138888
571,rio claro,20.519098539726343,-22.653579,-44.040916
576,correntina,25.894828622970536,-13.33249999,-44.61749999
577,ituverava,22.47087143625605,-20.35972222,-47.77527777
578,bauru,21.89456773000462,-22.358052,-49.028877
579,coronel pacheco,23.161083506972272,-21.54666666,-43.26111111
580,carira,26.45748871563398,-10.39972221,-37.74749999
582,gaucha do norte,29.00125,-13.18472221,-53.2575
583,campos lindos,28.66122448979592,-8.15472222,-46.63944444
584,barra,27.322538375140397,-11.08472221,-43.13888888
585,salvador,25.592511415525113,-13.005515,-38.50576
586,indaial,21.29008739650414,-26.91361111,-49.26805554
587,angelica,23.85817843866171,-22.148083,-53.763736
